authority,domain,funding_source,gate,intel,kinetic,legal_status,org_type,outcome,researcher_id,stage,tick,trl
Title10,Cyber,ProgramBase,contracting,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,32,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,32,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,32,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,32,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,32,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,32,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,32,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,32,4
Title10,ISR,POM,test,HUMINT,Kinetic,favorable_with_caveats,GovContractor,pass,30,feasibility,32,3
Title10,ISR,POM,test,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,feasibility,32,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,32,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,32,2
Title50,EW,ProgramBase,contracting,OSINT,Kinetic,favorable,GovLab,fail,33,feasibility,32,4
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,32,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,32,4
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,32,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,32,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,33,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,33,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,33,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,33,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,33,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,feasibility,33,4
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,feasibility,33,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,33,2
Title10,ISR,Partner,contracting,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,33,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,33,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,33,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,33,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,33,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,33,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,33,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,33,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,33,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,33,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,33,4
Title50,Cyber,ProgramBase,attempt,SIGINT,Kinetic,not_conducted,GovContractor,start,29,,33,3
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,33,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,33,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,33,3
Title10,Space,Partner_CoDev,contracting,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,33,2
Title50,EW,ProgramBase,test,OSINT,Kinetic,favorable,GovLab,pass,33,feasibility,33,5
Title50,EW,ProgramBase,test,OSINT,Kinetic,favorable,GovLab,fail,33,feasibility,33,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,33,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,33,4
Title50,EW,External,attempt,GEOINT,Kinetic,not_conducted,Commercial,start,36,,33,3
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,33,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,33,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,33,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,34,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,34,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,34,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,34,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,34,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,feasibility,34,4
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,feasibility,34,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,34,2
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,34,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,34,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,34,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,34,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,34,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,34,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,34,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,34,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,34,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,34,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,34,4
Title50,Cyber,ProgramBase,contracting,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,34,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,34,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,34,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,34,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,34,5
Title50,ISR,Partner,contracting,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,34,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,34,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,34,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,34,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,34,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,35,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,35,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,35,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,35,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,35,2
Title10,Air,External,test,OSINT,NonKinetic,favorable,GovContractor,pass,9,feasibility,35,5
Title10,Air,External,test,OSINT,NonKinetic,favorable,GovContractor,fail,9,feasibility,35,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,feasibility,35,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,35,2
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,35,4
Title50,Cyber,POM,contracting,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,35,4
Title10,EW,External,contracting,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,35,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,35,4
Title50,Space,External,contracting,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,35,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,35,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,35,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,35,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,35,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,35,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,35,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,35,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,35,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,35,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,35,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,35,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,35,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,35,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,35,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,35,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,35,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,36,2
Title10,Land,Partner_CoDev,contracting,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,36,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,36,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,36,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,36,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,36,5
Title50,ISR,Partner_CoDev,test,MASINT,NonKinetic,favorable_with_caveats,GovContractor,pass,10,feasibility,36,5
Title50,ISR,Partner_CoDev,test,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,feasibility,36,5
Title10,Space,POM,contracting,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,36,2
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,36,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,36,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,36,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,36,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,36,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,36,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,36,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,36,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,36,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,36,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,36,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,36,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,36,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,36,3
Title10,Space,Partner_CoDev,contracting,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,36,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,36,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,36,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,36,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,36,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,36,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,36,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,37,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,37,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,37,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,37,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,37,2
Title10,Maritime,Partner_CoDev,attempt,GEOINT,Kinetic,not_conducted,GovContractor,start,6,,37,4
Title10,Maritime,Partner_CoDev,legal,GEOINT,Kinetic,unfavorable,GovContractor,unfavorable,6,feasibility,37,4
Title10,Air,External,contracting,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,37,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,37,5
Title50,ISR,External,attempt,HUMINT,NonKinetic,not_conducted,GovLab,start,12,,37,4
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,37,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,37,2
Title10,Space,Partner_CoDev,attempt,MASINT,NonKinetic,unfavorable,GovContractor,start,14,,37,4
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,37,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,37,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,37,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,37,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,37,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,37,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,37,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,37,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,37,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,37,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,37,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,37,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,37,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,37,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,37,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,37,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,37,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,37,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,37,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,37,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,37,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,37,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,38,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,38,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,38,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,38,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,38,2
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,38,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,38,4
Title10,Space,Partner_CoDev,contracting,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,38,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,38,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,38,4
Title10,EW,External,contracting,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,38,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,38,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,38,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,38,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,38,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,38,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,38,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,38,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,38,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,38,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,38,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,38,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,38,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,38,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,38,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,38,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,38,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,38,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,38,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,39,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,39,2
Title50,Cyber,UFR,contracting,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,39,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,39,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,39,2
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,39,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,39,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,39,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,39,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,39,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,39,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,39,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,39,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,39,3
Title50,Cyber,ProgramBase,contracting,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,39,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,39,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,39,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,39,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,39,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,39,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,39,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,39,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,39,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,39,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,39,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,39,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,39,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,39,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,39,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,39,4
Title50,Cyber,POM,contracting,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,40,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,40,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,40,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,40,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,40,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,40,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,40,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,40,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,40,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,40,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,40,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,40,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,40,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,40,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,40,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,40,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,40,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,40,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,40,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,40,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,40,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,40,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,40,3
