adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_stage_age,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.36,0.4,1.0,0.2625,0.11424,1.0,18,1.0,0.8,MultiINT,Kinetic,18,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,30,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.24,0.4,1.0,0.2625,0.10416,1.0,12,1.0,0.8,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,30,4
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.02,0.4,1.0,0.32,0.114893,1.0,1,1.0,0.88,CBRNE,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,30,3
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.32,0.4,1.0,0.223125,0.103673,1.0,16,1.0,0.88,CBRNE,Kinetic,16,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,30,4
,,,,Title10,GovLab,Medical,,ProgramBase,contracting,,,1.22,0.4,,0.6,0.2928,,11,1.0,,Medical,Kinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,30,3
,,,,Title10,,Medical,0.75,External,funding,,,1.28,0.4,1.0,0.21,0.094618,1.0,14,1.0,0.88,Medical,NonKinetic,14,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,30,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.34,0.4,1.0,0.36,0.169805,1.0,17,1.0,0.88,NA,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,30,4
,,,,Title10,,Air_Dominance,,ProgramBase,test,1.0,0.725,1.6,0.4,1.0,0.68,0.31552,1.0,30,1.0,,ISR,NonKinetic,30,,,,favorable,favorable,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,30,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.48,0.4,1.0,0.2625,0.136752,1.0,24,1.0,0.88,ISR,Kinetic,24,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,30,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.1,0.4,1.0,0.2625,0.10164,1.0,5,1.0,0.88,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,30,4
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.32,0.4,1.0,0.223125,0.103673,1.0,16,1.0,0.88,NA,NonKinetic,16,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,30,4
,,,,Title10,GovContractor,Foundational_Science,,Partner,contracting,,,1.2,0.4,,0.65,0.312,,10,1.0,,NA,NonKinetic,10,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,30,2
,,,,Title10,,Sensors,0.75,Partner_CoDev,funding,,,1.1,0.4,1.0,0.223125,0.086394,1.0,5,1.0,0.88,ISR,NonKinetic,5,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,30,5
,,,,Title10,Commercial,Air_Dominance,,ProgramBase,contracting,,,1.54,0.4,,0.6,0.3696,,27,1.0,,ISR,NonKinetic,27,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,30,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.6,0.4,1.0,0.23625,0.133056,1.0,30,1.0,0.88,ISR,NonKinetic,30,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,30,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.46,0.4,1.0,0.4,0.205568,1.0,23,1.0,0.88,NA,NonKinetic,23,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,30,3
,,,,Title10,GovLab,Sensors,,UFR,contracting,,,1.32,0.4,,0.6,0.3168,,16,1.0,,ISR,Kinetic,16,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,30,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.02,0.4,1.0,0.36,0.129254,1.0,1,1.0,0.88,NA,Kinetic,1,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,31,3
,,,,Title10,,C2_JADC2,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,ISR,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,31,4
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.48,0.4,1.0,0.4,0.208384,1.0,24,1.0,0.88,ISR,NonKinetic,24,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,31,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.34,0.4,1.0,0.2625,0.123816,1.0,17,1.0,0.88,ISR,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,31,2
,,,,Title10,,Missile_Defense,,UFR,test,1.0,0.775,1.54,0.4,1.0,0.5,0.2387,1.0,27,1.0,,ISR,Kinetic,27,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,31,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.4,0.4,1.0,0.32,0.157696,1.0,20,1.0,0.88,ISR,Kinetic,20,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,31,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.34,0.4,1.0,0.32,0.150938,1.0,17,1.0,0.88,NA,NonKinetic,17,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,31,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.44,0.4,1.0,0.3,0.152064,1.0,22,1.0,0.88,ISR,Kinetic,22,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,31,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.36,0.4,1.0,0.223125,0.106814,1.0,18,1.0,0.88,ISR,NonKinetic,18,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,31,3
,,,,Title10,GovContractor,Maritime_Warfare,,ProgramBase,contracting,,,1.44,0.4,,0.65,0.3744,,22,1.0,,NA,NonKinetic,22,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,31,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.48,0.4,1.0,0.36,0.187546,1.0,24,1.0,0.88,ISR,Kinetic,24,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,31,2
,,,,Title10,,EW,0.75,Partner_CoDev,funding,,,1.04,0.4,1.0,0.223125,0.081682,1.0,2,1.0,0.88,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,NAVY_BA4_001,13,Navy,Service HQ,functional_test,31,2
,,,,Title10,,Test_Ranges,,Partner_CoDev,test,1.0,0.8,1.48,0.4,1.0,0.5,0.2368,1.0,24,1.0,,NA,NonKinetic,24,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,31,3
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.3,0.4,1.0,0.36,0.164736,1.0,15,1.0,0.88,NA,Kinetic,15,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,31,2
,,,,Title10,,Sensors,,ProgramBase,test,1.0,0.775,1.18,0.4,1.0,0.61,0.223138,1.0,9,1.0,,ISR,NonKinetic,9,,,,favorable,favorable,,,GovLab,pass,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,vulnerability_test,31,5
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.42,0.4,1.0,0.23625,0.118087,1.0,21,1.0,0.88,ISR,Kinetic,21,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,31,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.38,0.4,1.0,0.2625,0.11592,1.0,19,1.0,0.8,MultiINT,Kinetic,19,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,31,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.26,0.4,1.0,0.2625,0.10584,1.0,13,1.0,0.8,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,31,4
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.04,0.4,1.0,0.32,0.117146,1.0,2,1.0,0.88,CBRNE,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,31,3
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.34,0.4,1.0,0.223125,0.105244,1.0,17,1.0,0.88,CBRNE,Kinetic,17,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,31,4
,,,,Title10,GovLab,Medical,,ProgramBase,contracting,,,1.24,0.4,,0.6,0.2976,,12,1.0,,Medical,Kinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,31,3
,,,,Title10,,Medical,0.75,External,funding,,,1.3,0.4,1.0,0.21,0.096096,1.0,15,1.0,0.88,Medical,NonKinetic,15,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,31,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.36,0.4,1.0,0.36,0.172339,1.0,18,1.0,0.88,NA,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,31,4
,,,,Title10,GovLab,Air_Dominance,,ProgramBase,contracting,,,1.62,0.4,,0.6,0.3888,,31,1.0,,ISR,NonKinetic,31,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,31,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.5,0.4,1.0,0.2625,0.1386,1.0,25,1.0,0.88,ISR,Kinetic,25,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,31,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.12,0.4,1.0,0.2625,0.103488,1.0,6,1.0,0.88,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,31,4
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.34,0.4,1.0,0.223125,0.105244,1.0,17,1.0,0.88,NA,NonKinetic,17,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,31,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.22,0.4,1.0,0.3,0.128832,1.0,11,1.0,0.88,NA,NonKinetic,11,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,31,2
,,,,Title10,,Sensors,0.75,Partner_CoDev,funding,,,1.12,0.4,1.0,0.223125,0.087965,1.0,6,1.0,0.88,ISR,NonKinetic,6,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,31,5
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.56,0.4,1.0,0.2625,0.144144,1.0,28,1.0,0.88,ISR,NonKinetic,28,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,31,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.62,0.4,1.0,0.23625,0.134719,1.0,31,1.0,0.88,ISR,NonKinetic,31,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,31,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.48,0.4,1.0,0.4,0.208384,1.0,24,1.0,0.88,NA,NonKinetic,24,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,31,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.34,0.4,1.0,0.28,0.13207,1.0,17,1.0,0.88,ISR,Kinetic,17,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,31,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.04,0.4,1.0,0.36,0.131789,1.0,2,1.0,0.88,NA,Kinetic,2,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,32,3
,,,,Title10,Commercial,C2_JADC2,,ProgramBase,contracting,,,1.1,0.4,,0.6,0.264,,5,1.0,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,32,4
,,,,Title10,GovContractor,Autonomy_UxS,,ProgramBase,contracting,,,1.5,0.4,,0.65,0.39,,25,1.0,,ISR,NonKinetic,25,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,32,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.36,0.4,1.0,0.2625,0.125664,1.0,18,1.0,0.88,ISR,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,32,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.02,0.4,1.0,0.18375,0.065974,1.0,1,1.0,0.88,ISR,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,operational_test,32,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.42,0.4,1.0,0.32,0.159949,1.0,21,1.0,0.88,ISR,Kinetic,21,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,32,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.36,0.4,1.0,0.32,0.15319,1.0,18,1.0,0.88,NA,NonKinetic,18,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,32,4
,,,,Title10,Commercial,Land_Warfare,,Partner,contracting,,,1.46,0.4,,0.6,0.3504,,23,1.0,,ISR,Kinetic,23,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,32,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.38,0.4,1.0,0.223125,0.108385,1.0,19,1.0,0.88,ISR,NonKinetic,19,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,32,3
,,,,Title10,GovContractor,Maritime_Warfare,,ProgramBase,contracting,,,1.46,0.4,,0.65,0.3796,,23,1.0,,NA,NonKinetic,23,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,32,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.5,0.4,1.0,0.36,0.19008,1.0,25,1.0,0.88,ISR,Kinetic,25,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,32,2
,,,,Title10,,EW,0.75,Partner_CoDev,funding,,,1.06,0.4,1.0,0.223125,0.083252,1.0,3,1.0,0.88,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,NAVY_BA4_001,13,Navy,Service HQ,functional_test,32,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.5,0.4,1.0,0.223125,0.11781,1.0,25,1.0,0.88,NA,NonKinetic,25,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,32,3
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.32,0.4,1.0,0.36,0.16727,1.0,16,1.0,0.88,NA,Kinetic,16,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,32,2
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.02,0.4,1.0,0.2625,0.094248,1.0,1,1.0,0.88,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,operational_test,32,5
,,,,Title10,GovLab,C2_JADC2,,POM,test,,,1.44,0.4,,0.6,0.3456,,22,1.0,,ISR,Kinetic,22,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,32,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.4,0.4,1.0,0.2625,0.1176,1.0,20,1.0,0.8,MultiINT,Kinetic,20,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,32,2
,,,,MFP11,GovLab,C2_JADC2,,ProgramBase,contracting,,,1.28,0.4,,0.6,0.3072,,14,1.0,,ISR,NonKinetic,14,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,32,4
,,,,Title10;Title50,GovLab,CBRNE,,ProgramBase,attempt,,,1.28,0.4,,0.6,0.3072,,14,1.0,,CBRNE,NonKinetic,,,,,unfavorable,,,,GovLab,start,SAIC,DEVCOM,DTRA_BA2_001,22,DTRA,POC-User,,32,3
,,,,Title10;Title50,,CBRNE,1.0,ProgramBase,funding,,,1.0,0.442225,1.0,0.4,0.155663,1.0,0,1.0,0.88,CBRNE,NonKinetic,0,,,,unfavorable,,,,GovLab,fail,SAIC,DEVCOM,DTRA_BA2_001,22,DTRA,POC-User,feasibility,32,3
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.06,0.4,1.0,0.32,0.119398,1.0,3,1.0,0.88,CBRNE,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,32,3
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.36,0.4,1.0,0.223125,0.106814,1.0,18,1.0,0.88,CBRNE,Kinetic,18,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,32,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.26,0.4,1.0,0.4,0.177408,1.0,13,1.0,0.88,Medical,Kinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,32,3
,,,,Title10,,Medical,0.75,External,funding,,,1.32,0.4,1.0,0.21,0.097574,1.0,16,1.0,0.88,Medical,NonKinetic,16,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,32,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.38,0.4,1.0,0.36,0.174874,1.0,19,1.0,0.88,NA,NonKinetic,19,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,32,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.64,0.4,1.0,0.4,0.230912,1.0,32,1.0,0.88,ISR,NonKinetic,32,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,32,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.52,0.4,1.0,0.2625,0.140448,1.0,26,1.0,0.88,ISR,Kinetic,26,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,32,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.14,0.4,1.0,0.2625,0.105336,1.0,7,1.0,0.88,SIGINT,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,32,4
,,,,Title10,Commercial,Test_Ranges,,Partner_CoDev,contracting,,,1.36,0.4,,0.6,0.3264,,18,1.0,,NA,NonKinetic,18,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,32,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.24,0.4,1.0,0.3,0.130944,1.0,12,1.0,0.88,NA,NonKinetic,12,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,32,2
,,,,Title10,,Sensors,0.75,Partner_CoDev,funding,,,1.14,0.4,1.0,0.223125,0.089536,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,32,5
,,,,Title10,,Air_Dominance,,ProgramBase,test,1.0,0.775,1.58,0.4,1.0,0.63,0.308574,1.0,29,1.0,,ISR,NonKinetic,29,,,,favorable,favorable,,,Commercial,pass,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,32,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.64,0.4,1.0,0.23625,0.136382,1.0,32,1.0,0.88,ISR,NonKinetic,32,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,32,3
,,,,Title10,GovContractor,Air_Dominance,,ProgramBase,contracting,,,1.5,0.4,,0.65,0.39,,25,1.0,,NA,NonKinetic,25,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,32,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.36,0.4,1.0,0.28,0.134042,1.0,18,1.0,0.88,ISR,Kinetic,18,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,32,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.06,0.4,1.0,0.36,0.134323,1.0,3,1.0,0.88,NA,Kinetic,3,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,33,3
,,,,Title10,,C2_JADC2,1.0,ProgramBase,funding,,,1.12,0.4,1.0,0.4,0.157696,1.0,6,1.0,0.88,ISR,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,33,4
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.52,0.4,1.0,0.4,0.214016,1.0,26,1.0,0.88,ISR,NonKinetic,26,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,33,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.38,0.4,1.0,0.2625,0.127512,1.0,19,1.0,0.88,ISR,NonKinetic,19,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,33,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.04,0.4,1.0,0.18375,0.067267,1.0,2,1.0,0.88,ISR,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,operational_test,33,3
,,,,Title10,GovContractor,Sensors,,External,contracting,,,1.44,0.4,,0.65,0.3744,,22,1.0,,ISR,Kinetic,22,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,33,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.38,0.4,1.0,0.32,0.155443,1.0,19,1.0,0.88,NA,NonKinetic,19,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,33,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.48,0.4,1.0,0.3,0.156288,1.0,24,1.0,0.88,ISR,Kinetic,24,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,33,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.4,0.4,1.0,0.223125,0.109956,1.0,20,1.0,0.88,ISR,NonKinetic,20,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,33,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.48,0.4,1.0,0.4,0.208384,1.0,24,1.0,0.88,NA,NonKinetic,24,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,33,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.52,0.4,1.0,0.36,0.192614,1.0,26,1.0,0.88,ISR,Kinetic,26,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,33,2
,,,,Title10,,EW,0.75,Partner_CoDev,funding,,,1.08,0.4,1.0,0.223125,0.084823,1.0,4,1.0,0.88,SIGINT,NonKinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,NAVY_BA4_001,13,Navy,Service HQ,functional_test,33,2
