authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.56,0.4,1.0,0.32,0.207348,1.0,1.18,28,1.0,0.88,,NA,Kinetic,28,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,31,4
Title10,,Autonomy_UxS,0.0,1.0,UFR,attempt,,,1.0,,,1.56,0.4,1.0,0.32,0.207348,1.0,1.18,28,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,DARPA,OUSD_MOD_001,2,OUSD(R&E),Agency,,31,2
Title10,,Autonomy_UxS,,,UFR,legal,,,,,,,,,,,,,,,,,ISR,NonKinetic,0,0.46,0.3,0.6,unfavorable,,1.0,0.19,GovContractor,unfavorable,None,DARPA,OUSD_MOD_001,2,OUSD(R&E),Agency,prototype_demo,31,2
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.4,0.239247,1.0,1.18,22,1.0,0.88,,NA,NonKinetic,22,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,31,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.26,0.4,1.0,0.196875,0.103035,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,31,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.46,0.4,1.0,0.34,0.206185,1.0,1.18,23,1.0,0.88,,ISR,NonKinetic,23,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,31,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.4,0.215987,1.0,1.18,15,1.0,0.88,,NA,NonKinetic,15,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,31,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.5,0.4,1.0,0.4,0.249216,1.0,1.18,25,1.0,0.88,,ISR,NonKinetic,25,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,31,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.2625,0.157006,1.0,1.18,22,1.0,0.88,,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,31,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,31,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.5,0.4,1.0,0.32,0.199373,1.0,1.18,25,1.0,0.88,,NA,Kinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,31,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.04,0.4,1.0,0.36,0.155511,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,31,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.1,0.4,1.0,0.196875,0.089951,1.0,1.18,5,1.0,0.88,,SIGINT,Kinetic,5,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,31,2
Title10,,Test_Ranges,0.0,0.75,External,attempt,,,1.0,,,1.1,0.4,1.0,0.196875,0.089951,1.0,1.18,5,1.0,0.88,,NA,Kinetic,,,,,not_conducted,,,,GovLab,start,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,,31,3
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.0,0.4,1.0,0.21,0.087226,1.0,1.18,0,1.0,0.88,,NA,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,31,3
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.5,0.4,1.0,0.32,0.199373,1.0,1.18,25,1.0,0.88,,ISR,Kinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,31,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.2625,0.146103,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,31,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.4,0.175206,1.0,1.18,8,1.0,0.8,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,31,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.56,0.4,1.0,0.23625,0.139164,1.0,1.18,28,1.0,0.8,,MultiINT,NonKinetic,28,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,31,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.112997,1.0,1.18,7,1.0,0.8,,ISR,Kinetic,7,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,31,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.46,0.4,1.0,0.36,0.218313,1.0,1.18,23,1.0,0.88,,CBRNE,NonKinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,31,3
Title10;Title50,GovContractor,Biotechnology,,,POM,contracting,0.0,,1.0,,1.0,1.54,0.4,,0.65,0.4004,,,27,1.0,,,CBRNE,Kinetic,27,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,31,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,Medical,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,31,5
Title10,,AI_ML,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,NA,Kinetic,,,,,unfavorable,,,,GovContractor,start,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,,31,2
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.442225,1.0,0.4,0.183683,1.0,1.18,0,1.0,0.88,,NA,Kinetic,0,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,31,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.6,0.4,1.0,0.32,0.193331,1.0,1.18,30,1.0,0.8,,MultiINT,Kinetic,30,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,31,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.14,0.4,1.0,0.23625,0.111867,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,31,4
Title10,,EW,0.0,0.75,POM,attempt,,,1.0,,,1.14,0.4,1.0,0.23625,0.111867,1.0,1.18,7,1.0,0.88,,SIGINT,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,,31,3
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.0,0.4,1.0,0.23625,0.098129,1.0,1.18,0,1.0,0.88,,SIGINT,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,31,3
Title10,GovLab,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.54,0.4,,0.6,0.3696,,,27,1.0,,,NA,Kinetic,27,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,31,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,31,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4,1.0,0.196875,0.088316,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,31,3
Title10,Commercial,Air_Dominance,,,Partner,contracting,0.0,,1.0,,1.0,1.2,0.4,,0.6,0.288,,,10,1.0,,,NA,NonKinetic,10,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,31,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.6,0.4,1.0,0.34,0.225956,1.0,1.18,30,1.0,0.88,,ISR,NonKinetic,30,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,31,3
Title10,GovLab,Microelectronics,,,External,contracting,0.0,,1.0,,1.0,1.58,0.4,,0.6,0.3792,,,29,1.0,,,NA,Kinetic,29,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,32,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.4,0.24257,1.0,1.18,23,1.0,0.88,,NA,NonKinetic,23,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,32,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.28,0.4,1.0,0.196875,0.104671,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,32,3
Title10,,Sensors,,,Partner_CoDev,test,0.0,1.0,1.0,0.725,,1.48,0.4,1.0,0.71,0.304732,1.0,,24,1.0,,1.0,ISR,NonKinetic,24,,,,favorable,favorable,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,32,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.4,0.21931,1.0,1.18,16,1.0,0.88,,NA,NonKinetic,16,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,32,3
Title10,,Land_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.52,0.4,1.0,0.71,0.312968,1.0,,26,1.0,,1.0,ISR,NonKinetic,26,,,,favorable,favorable,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,32,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.2625,0.159187,1.0,1.18,23,1.0,0.88,,ISR,NonKinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,32,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,32,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.52,0.4,1.0,0.32,0.202031,1.0,1.18,26,1.0,0.88,,NA,Kinetic,26,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,32,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.06,0.4,1.0,0.36,0.158501,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,32,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.12,0.4,1.0,0.196875,0.091587,1.0,1.18,6,1.0,0.88,,SIGINT,Kinetic,6,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,32,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.02,0.4,1.0,0.21,0.08897,1.0,1.18,1,1.0,0.88,,NA,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,32,3
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.52,0.4,1.0,0.32,0.202031,1.0,1.18,26,1.0,0.88,,ISR,Kinetic,26,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,32,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.2625,0.148284,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,32,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.4,0.178227,1.0,1.18,9,1.0,0.8,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,32,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.58,0.4,1.0,0.23625,0.140949,1.0,1.18,29,1.0,0.8,,MultiINT,NonKinetic,29,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,32,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.114979,1.0,1.18,8,1.0,0.8,,ISR,Kinetic,8,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,32,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.48,0.4,1.0,0.36,0.221304,1.0,1.18,24,1.0,0.88,,CBRNE,NonKinetic,24,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,32,3
Title10;Title50,,Biotechnology,,,POM,test,0.0,1.0,1.0,0.725,,1.56,0.4,1.0,0.66,0.298584,1.0,,28,1.0,,1.0,CBRNE,Kinetic,28,,,,favorable,favorable,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,32,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.14,0.4,1.0,0.36,0.170464,1.0,1.18,7,1.0,0.88,,Medical,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,32,5
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,NA,Kinetic,1,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,32,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.62,0.4,1.0,0.32,0.195748,1.0,1.18,31,1.0,0.8,,MultiINT,Kinetic,31,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,32,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.16,0.4,1.0,0.23625,0.113829,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,32,4
Title10,Commercial,EW,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.4655,,0.6,0.284886,,,1,1.0,,,SIGINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,32,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.56,0.4,1.0,0.2625,0.17009,1.0,1.18,28,1.0,0.88,,NA,Kinetic,28,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,32,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,32,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.1,0.4,1.0,0.196875,0.089951,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,32,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.22,0.4,1.0,0.3,0.152022,1.0,1.18,11,1.0,0.88,,NA,NonKinetic,11,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,32,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.62,0.4,1.0,0.34,0.22878,1.0,1.18,31,1.0,0.88,,ISR,NonKinetic,31,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,32,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.6,0.4,1.0,0.32,0.212664,1.0,1.18,30,1.0,0.88,,NA,Kinetic,30,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,33,4
Title10,GovLab,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.48,0.4,,0.6,0.3552,,,24,1.0,,,NA,NonKinetic,24,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,33,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.3,0.4,1.0,0.196875,0.106306,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,33,3
Title10,GovLab,Sensors,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.5,0.4,,0.6,0.36,,,25,1.0,,,ISR,NonKinetic,25,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,33,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.4,0.222633,1.0,1.18,17,1.0,0.88,,NA,NonKinetic,17,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,33,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.54,0.4,1.0,0.4,0.255862,1.0,1.18,27,1.0,0.88,,ISR,NonKinetic,27,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,33,4
Title10,Commercial,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.48,0.4,,0.6,0.3552,,,24,1.0,,,ISR,NonKinetic,24,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,33,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,33,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.54,0.4,1.0,0.32,0.204689,1.0,1.18,27,1.0,0.88,,NA,Kinetic,27,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,33,2
Title10,GovContractor,Autonomy_UxS,,,POM,contracting,0.0,,1.0,,1.0,1.08,0.4,,0.65,0.2808,,,4,1.0,,,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,33,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.14,0.4,1.0,0.196875,0.093222,1.0,1.18,7,1.0,0.88,,SIGINT,Kinetic,7,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,33,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.04,0.4,1.0,0.21,0.090715,1.0,1.18,2,1.0,0.88,,NA,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,33,3
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.54,0.4,1.0,0.32,0.204689,1.0,1.18,27,1.0,0.88,,ISR,Kinetic,27,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,33,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.2625,0.150464,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,33,2
MFP11,,Strike,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.2,0.4,1.0,0.65,0.2262,1.0,,10,1.0,,1.0,ISR,NonKinetic,10,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,33,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.6,0.4,1.0,0.23625,0.142733,1.0,1.18,30,1.0,0.8,,MultiINT,NonKinetic,30,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,33,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.116962,1.0,1.18,9,1.0,0.8,,ISR,Kinetic,9,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,33,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.5,0.4,1.0,0.36,0.224294,1.0,1.18,25,1.0,0.88,,CBRNE,NonKinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,33,3
Title10;Title50,,Biotechnology,,,POM,test,0.0,1.0,1.0,0.725,,1.58,0.4,1.0,0.66,0.302412,1.0,,29,1.0,,1.0,CBRNE,Kinetic,29,,,,favorable,favorable,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,33,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.16,0.4,1.0,0.36,0.173454,1.0,1.18,8,1.0,0.88,,Medical,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,33,5
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,Kinetic,2,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,33,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.64,0.4,1.0,0.32,0.198164,1.0,1.18,32,1.0,0.8,,MultiINT,Kinetic,32,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,33,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.18,0.4,1.0,0.23625,0.115792,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,33,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.23625,0.102054,1.0,1.18,2,1.0,0.88,,SIGINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,33,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.58,0.4,1.0,0.2625,0.172271,1.0,1.18,29,1.0,0.88,,NA,Kinetic,29,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,33,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,33,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.12,0.4,1.0,0.196875,0.091587,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,6,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,33,3
